field-0	field-1	field-2	field-3	field-4	field-5	field-6	field-7	field-8	field-9	field-10	field-11	field-12	field-13	field-14	field-15	field-16	field-17	field-18	field-19	field-20	field-21
-3064627001040919599	notional-14	phase0	3420	11407	8594	120	695	735	46590	0	3	0	1500	38295	29731	5040	50400	39060	4	40	31
-3064627001040919599	notional-14	phase4	132	514	186	0	10	0	2244	0	0	0	0	796	837	132	1320	1023	4	40	31
-3064627001040919599	notional-14	phase3	480	1652	760	0	275	98	8160	0	0	0	0	2873	2862	480	4800	3720	4	40	31
-3064627001040919599	notional-14	phase5	192	643	496	0	19	22	3117	0	0	0	0	1258	970	192	1920	1488	4	40	31
-3064627001040919599	notional-14	phase1	1516	6087	3671	81	414	378	38537	0	0	0	1475	24219	19759	3072	30720	23808	4	40	31
-3064627001040919599	notional-14	phase2	5	2496	2363	0	270	160	10479	714	348	872	1445	18526	13376	2164	21640	16771	4	40	31
2786040548068544931	notional-14	phase0	2439	11083	8868	90	1003	679	46590	119	114	58	1132	38200	29455	3780	50400	39060	3	40	31
2786040548068544931	notional-14	phase4	99	303	262	0	0	88	2244	0	0	0	0	1017	673	99	1320	1023	3	40	31
2786040548068544931	notional-14	phase3	360	1840	975	0	46	104	8160	0	0	0	0	2914	2641	360	4800	3720	3	40	31
2786040548068544931	notional-14	phase5	144	906	415	0	34	35	3117	0	0	0	0	980	1038	144	1920	1488	3	40	31
2786040548068544931	notional-14	phase1	1234	8331	2505	60	670	295	38537	0	0	0	1010	21719	21008	2304	30720	23808	3	40	31
2786040548068544931	notional-14	phase2	68	2179	2107	0	210	210	10479	375	547	525	1180	18704	13929	1623	21640	16771	3	40	31
8491153766255516575	notional-14	phase0	1308	10996	8886	60	824	725	46590	0	99	370	1152	38481	29079	2520	50400	39060	2	40	31
8491153766255516575	notional-14	phase4	66	503	186	0	19	37	2244	0	0	0	0	798	800	66	1320	1023	2	40	31
8491153766255516575	notional-14	phase3	240	2263	919	0	196	79	8160	0	0	0	0	2341	2722	240	4800	3720	2	40	31
8491153766255516575	notional-14	phase5	96	994	491	0	27	32	3117	0	0	0	0	899	965	96	1920	1488	2	40	31
8491153766255516575	notional-14	phase1	1160	6987	2783	36	575	288	38537	0	0	0	340	23158	20737	1536	30720	23808	2	40	31
8491153766255516575	notional-14	phase2	5	1488	2995	0	150	250	10479	24	581	1113	1053	19421	12413	1082	21640	16771	2	40	31
-3185338829648084755	notional-14	phase0	836	11409	8729	30	906	656	46590	38	14	56	356	38071	29619	1260	50400	39060	1	40	31
-3185338829648084755	notional-14	phase4	33	318	227	0	1	28	2244	0	0	0	0	1001	768	33	1320	1023	1	40	31
-3185338829648084755	notional-14	phase3	120	1555	652	0	91	134	8160	0	0	0	0	3154	2934	120	4800	3720	1	40	31
-3185338829648084755	notional-14	phase5	48	813	243	0	28	18	3117	0	0	0	0	1079	1227	48	1920	1488	1	40	31
-3185338829648084755	notional-14	phase1	398	7168	3654	30	521	348	38537	0	0	0	340	23031	19806	768	30720	23808	1	40	31
-3185338829648084755	notional-14	phase2	0	2716	2036	0	250	150	10479	151	835	754	390	17839	13831	541	21640	16771	1	40	31
5175639579568511616	notional-14	phase0	0	11129	8684	0	930	650	46590	0	412	0	0	37929	29726	0	50400	39060	0	40	31
5175639579568511616	notional-14	phase4	0	468	331	0	0	19	2244	0	0	0	0	852	673	0	1320	1023	0	40	31
5175639579568511616	notional-14	phase3	0	2137	1109	0	120	150	8160	0	0	0	0	2543	2461	0	4800	3720	0	40	31
5175639579568511616	notional-14	phase5	0	916	451	0	23	21	3117	0	0	0	0	981	1016	0	1920	1488	0	40	31
5175639579568511616	notional-14	phase1	0	6815	2636	0	583	311	38537	0	0	0	0	23322	20861	0	30720	23808	0	40	31
5175639579568511616	notional-14	phase2	0	2077	2415	0	210	270	10479	0	1188	534	0	18165	13552	0	21640	16771	0	40	31
3307011078434949678	notional-15	phase0	605	1166	0	30	69	0	4819	0	153	0	625	3652	0	1260	5040	0	1	4	0
3307011078434949678	notional-15	phase4	33	52	0	0	0	0	231	0	0	0	0	80	0	33	132	0	1	4	0
3307011078434949678	notional-15	phase3	120	166	0	0	30	0	840	0	0	0	0	284	0	120	480	0	1	4	0
3307011078434949678	notional-15	phase5	48	48	0	0	0	0	315	0	0	0	0	144	0	48	192	0	1	4	0
3307011078434949678	notional-15	phase1	629	483	0	17	60	0	3330	0	0	0	122	2529	0	768	3072	0	1	4	0
3307011078434949678	notional-15	phase2	0	27	0	0	0	0	524	0	1	0	263	1024	0	263	1052	0	1	4	0
3614901514407423006	notional-15	phase0	0	1245	0	0	120	0	4819	0	56	0	0	3619	0	0	5040	0	0	4	0
3614901514407423006	notional-15	phase4	0	0	0	0	0	0	231	0	0	0	0	132	0	0	132	0	0	4	0
3614901514407423006	notional-15	phase3	0	0	0	0	0	0	840	0	0	0	0	480	0	0	480	0	0	4	0
3614901514407423006	notional-15	phase5	0	15	0	0	0	0	315	0	0	0	0	177	0	0	192	0	0	4	0
3614901514407423006	notional-15	phase1	0	320	0	0	30	0	3330	0	0	0	0	2722	0	0	3072	0	0	4	0
3614901514407423006	notional-15	phase2	0	158	0	0	0	0	524	0	30	0	0	864	0	0	1052	0	0	4	0
-2477641376863858799	notional-16	phase0	593	0	0	30	0	0	3244	0	0	0	637	0	0	1260	0	0	1	0	0
-2477641376863858799	notional-16	phase4	33	0	0	0	0	0	165	0	0	0	0	0	0	33	0	0	1	0	0
-2477641376863858799	notional-16	phase3	120	0	0	0	0	0	600	0	0	0	0	0	0	120	0	0	1	0	0
-2477641376863858799	notional-16	phase5	48	0	0	0	0	0	240	0	0	0	0	0	0	48	0	0	1	0	0
-2477641376863858799	notional-16	phase1	641	0	0	5	0	0	3340	0	0	0	122	0	0	768	0	0	1	0	0
-2477641376863858799	notional-16	phase2	0	0	0	0	0	0	1065	0	0	0	541	0	0	541	0	0	1	0	0
7765557456844232617	notional-17	phase0	0	1985	0	0	63	0	8173	0	5	0	0	6767	0	0	8820	0	0	7	0
7765557456844232617	notional-17	phase4	0	131	0	0	28	0	627	0	0	0	0	72	0	0	231	0	0	7	0
7765557456844232617	notional-17	phase3	0	229	0	0	86	0	2280	0	0	0	0	525	0	0	840	0	0	7	0
7765557456844232617	notional-17	phase5	0	0	0	0	33	0	870	0	0	0	0	303	0	0	336	0	0	7	0
7765557456844232617	notional-17	phase1	0	0	0	0	0	0	10790	0	0	0	0	5376	0	0	5376	0	0	7	0
7765557456844232617	notional-17	phase2	0	178	0	0	0	0	2358	0	2	0	0	1661	0	0	1841	0	0	7	0
5816783378753256221	notional-18	phase0	2221	7500	0	90	300	0	11998	317	711	0	1152	15429	0	3780	23940	0	3	19	0
5816783378753256221	notional-18	phase4	99	264	0	0	0	0	396	0	0	0	0	363	0	99	627	0	3	19	0
5816783378753256221	notional-18	phase3	360	1014	0	0	0	0	1440	0	0	0	0	1266	0	360	2280	0	3	19	0
5816783378753256221	notional-18	phase5	144	432	0	0	0	0	576	0	0	0	0	480	0	144	912	0	3	19	0
5816783378753256221	notional-18	phase1	1754	5689	0	90	287	0	11044	0	48	0	460	8568	0	2304	14592	0	3	19	0
5816783378753256221	notional-18	phase2	80	1590	0	0	210	0	4134	0	0	0	1543	8479	0	1623	10279	0	3	19	0
-7902210446970826476	notional-18	phase0	1269	7738	0	60	330	0	11998	151	401	0	1040	15471	0	2520	23940	0	2	19	0
-7902210446970826476	notional-18	phase4	66	211	0	0	0	0	396	0	0	0	0	416	0	66	627	0	2	19	0
-7902210446970826476	notional-18	phase3	240	951	0	0	0	0	1440	0	0	0	0	1329	0	240	2280	0	2	19	0
-7902210446970826476	notional-18	phase5	96	352	0	0	30	0	576	0	0	0	0	530	0	96	912	0	2	19	0
-7902210446970826476	notional-18	phase1	1199	5940	0	60	276	0	11044	0	120	0	277	8256	0	1536	14592	0	2	19	0
-7902210446970826476	notional-18	phase2	22	1363	0	0	112	0	4134	39	212	0	1021	8592	0	1082	10279	0	2	19	0
-6772356965118744613	notional-18	phase0	773	8462	0	30	390	0	11998	101	536	0	356	14552	0	1260	23940	0	1	19	0
-6772356965118744613	notional-18	phase4	33	264	0	0	0	0	396	0	0	0	0	363	0	33	627	0	1	19	0
-6772356965118744613	notional-18	phase3	120	877	0	0	30	0	1440	0	0	0	0	1373	0	120	2280	0	1	19	0
-6772356965118744613	notional-18	phase5	48	272	0	0	60	0	576	0	0	0	0	580	0	48	912	0	1	19	0
-6772356965118744613	notional-18	phase1	734	4454	0	30	138	0	11044	0	0	0	4	10000	0	768	14592	0	1	19	0
-6772356965118744613	notional-18	phase2	0	2036	0	0	180	0	4134	0	54	0	541	8009	0	541	10279	0	1	19	0
-5536630875295603153	notional-18	phase0	0	8893	0	0	510	0	11998	0	220	0	0	14317	0	0	23940	0	0	19	0
-5536630875295603153	notional-18	phase4	0	165	0	0	0	0	396	0	0	0	0	462	0	0	627	0	0	19	0
-5536630875295603153	notional-18	phase3	0	600	0	0	0	0	1440	0	0	0	0	1680	0	0	2280	0	0	19	0
-5536630875295603153	notional-18	phase5	0	240	0	0	0	0	576	0	0	0	0	672	0	0	912	0	0	19	0
-5536630875295603153	notional-18	phase1	0	6123	0	0	217	0	11044	0	0	0	0	8252	0	0	14592	0	0	19	0
-5536630875295603153	notional-18	phase2	0	1330	0	0	120	0	4134	0	0	0	0	8829	0	0	10279	0	0	19	0
6843968935032545040	notional-19	phase0	0	910	0	0	90	0	1735	0	526	0	0	2254	0	0	3780	0	0	3	0
6843968935032545040	notional-19	phase4	0	0	0	0	0	0	99	0	0	0	0	99	0	0	99	0	0	3	0
6843968935032545040	notional-19	phase3	0	0	0	0	0	0	360	0	0	0	0	360	0	0	360	0	0	3	0
6843968935032545040	notional-19	phase5	0	1	0	0	0	0	144	0	0	0	0	143	0	0	144	0	0	3	0
6843968935032545040	notional-19	phase1	0	334	0	0	29	0	1649	0	0	0	0	1941	0	0	2304	0	0	3	0
6843968935032545040	notional-19	phase2	0	0	0	0	0	0	262	0	466	0	0	1157	0	0	1623	0	0	3	0
-2364603267878439993	notional-20	phase0	2	0	0	0	0	0	364	630	0	0	628	0	0	1260	0	0	1	0	0
-2364603267878439993	notional-20	phase4	0	0	0	0	0	0	0	33	0	0	0	0	0	33	0	0	1	0	0
-2364603267878439993	notional-20	phase3	0	0	0	0	0	0	0	120	0	0	0	0	0	120	0	0	1	0	0
-2364603267878439993	notional-20	phase5	0	0	0	0	0	0	0	48	0	0	0	0	0	48	0	0	1	0	0
-2364603267878439993	notional-20	phase1	0	0	0	0	0	0	131	629	0	0	139	0	0	768	0	0	1	0	0
-2364603267878439993	notional-20	phase2	0	0	0	0	0	0	325	0	0	0	541	0	0	541	0	0	1	0	0
-7079607983502818874	notional-21	phase0	0	335	439	0	30	0	1834	0	48	0	0	847	821	0	1260	1260	0	1	1
-7079607983502818874	notional-21	phase4	0	0	33	0	0	0	132	0	0	0	0	33	0	0	33	33	0	1	1
-7079607983502818874	notional-21	phase3	0	0	120	0	0	0	480	0	0	0	0	120	0	0	120	120	0	1	1
-7079607983502818874	notional-21	phase5	0	0	48	0	0	0	192	0	0	0	0	48	0	0	48	48	0	1	1
-7079607983502818874	notional-21	phase1	0	0	545	0	0	0	2194	0	0	0	0	768	223	0	768	768	0	1	1
-7079607983502818874	notional-21	phase2	0	7	0	0	0	0	262	0	1	0	0	255	263	0	263	263	0	1	1
6905711326835401406	notional-22	phase0	874	335	0	30	30	0	2261	0	0	0	356	895	0	1260	1260	0	1	1	0
6905711326835401406	notional-22	phase4	33	0	0	0	0	0	99	0	0	0	0	33	0	33	33	0	1	1	0
6905711326835401406	notional-22	phase3	120	0	0	0	0	0	360	0	0	0	0	120	0	120	120	0	1	1	0
6905711326835401406	notional-22	phase5	48	0	0	0	0	0	144	0	0	0	0	48	0	48	48	0	1	1	0
6905711326835401406	notional-22	phase1	360	0	0	3	0	0	1649	0	0	0	405	768	0	768	768	0	1	1	0
6905711326835401406	notional-22	phase2	0	0	0	0	0	0	262	0	0	0	263	263	0	263	263	0	1	1	0
-5584775193021092232	notional-22	phase0	0	240	0	0	30	0	2261	0	0	0	0	990	0	0	1260	0	0	1	0
-5584775193021092232	notional-22	phase4	0	19	0	0	0	0	99	0	0	0	0	14	0	0	33	0	0	1	0
-5584775193021092232	notional-22	phase3	0	120	0	0	0	0	360	0	0	0	0	0	0	0	120	0	0	1	0
-5584775193021092232	notional-22	phase5	0	48	0	0	0	0	144	0	0	0	0	0	0	0	48	0	0	1	0
-5584775193021092232	notional-22	phase1	0	148	0	0	30	0	1649	0	0	0	0	590	0	0	768	0	0	1	0
-5584775193021092232	notional-22	phase2	0	0	0	0	0	0	262	0	0	0	0	263	0	0	263	0	0	1	0
-1685763405318446537	notional-23	phase0	0	761	2200	0	60	126	12858	0	155	2048	0	2804	10746	0	3780	15120	0	3	12
-1685763405318446537	notional-23	phase4	0	33	145	0	0	24	858	0	0	0	0	66	227	0	99	396	0	3	12
-1685763405318446537	notional-23	phase3	0	120	556	0	0	30	3120	0	0	0	0	240	854	0	360	1440	0	3	12
-1685763405318446537	notional-23	phase5	0	48	260	0	0	0	1227	0	0	0	0	96	316	0	144	576	0	3	12
-1685763405318446537	notional-23	phase1	0	43	859	0	0	114	13133	0	0	0	0	2261	8243	0	2304	9216	0	3	12
-1685763405318446537	notional-23	phase2	0	0	279	0	0	0	1834	0	0	3	0	789	2874	0	789	3156	0	3	12
3618275030082862648	notional-24	phase0	850	575	341	30	56	0	3823	24	0	183	356	1889	1996	1260	2520	2520	1	2	2
3618275030082862648	notional-24	phase4	33	0	66	0	0	0	198	0	0	0	0	66	0	33	66	66	1	2	2
3618275030082862648	notional-24	phase3	120	0	158	0	0	30	720	0	0	0	0	240	52	120	240	240	1	2	2
3618275030082862648	notional-24	phase5	48	0	48	0	0	0	288	0	0	0	0	96	48	48	96	96	1	2	2
3618275030082862648	notional-24	phase1	363	335	57	0	30	30	3370	0	0	0	405	1171	1449	768	1536	1536	1	2	2
3618275030082862648	notional-24	phase2	0	103	0	0	0	0	524	0	1	0	263	422	526	263	526	526	1	2	2
-3521025573995865849	notional-24	phase0	0	575	670	0	60	60	3823	0	0	0	0	1885	1790	0	2520	2520	0	2	2
-3521025573995865849	notional-24	phase4	0	19	0	0	0	0	198	0	0	0	0	47	66	0	66	66	0	2	2
-3521025573995865849	notional-24	phase3	0	120	0	0	0	0	720	0	0	0	0	120	240	0	240	240	0	2	2
-3521025573995865849	notional-24	phase5	0	48	0	0	0	0	288	0	0	0	0	48	96	0	96	96	0	2	2
-3521025573995865849	notional-24	phase1	0	148	0	0	30	0	3370	0	0	0	0	1358	1536	0	1536	1536	0	2	2
-3521025573995865849	notional-24	phase2	0	0	0	0	0	0	524	0	0	0	0	526	526	0	526	526	0	2	2
8548207711936469433	notional-25	phase0	468	0	335	0	0	30	1443	351	0	32	441	0	863	1260	0	1260	1	0	1
8548207711936469433	notional-25	phase4	33	0	0	0	0	0	99	0	0	0	0	0	33	33	0	33	1	0	1
8548207711936469433	notional-25	phase3	120	0	0	0	0	0	360	0	0	0	0	0	120	120	0	120	1	0	1
8548207711936469433	notional-25	phase5	48	0	0	0	0	0	144	0	0	0	0	0	48	48	0	48	1	0	1
8548207711936469433	notional-25	phase1	768	0	0	0	0	0	2033	0	0	0	0	0	768	768	0	768	1	0	1
8548207711936469433	notional-25	phase2	262	0	0	0	0	0	262	1	0	40	0	0	223	263	0	263	1	0	1
-6863419716327549772	notional-25	phase0	0	0	335	0	0	30	1443	0	0	32	0	0	863	0	0	1260	0	0	1
-6863419716327549772	notional-25	phase4	0	0	0	0	0	0	99	0	0	0	0	0	33	0	0	33	0	0	1
-6863419716327549772	notional-25	phase3	0	0	0	0	0	0	360	0	0	0	0	0	120	0	0	120	0	0	1
-6863419716327549772	notional-25	phase5	0	0	0	0	0	0	144	0	0	0	0	0	48	0	0	48	0	0	1
-6863419716327549772	notional-25	phase1	0	0	0	0	0	0	2033	0	0	0	0	0	768	0	0	768	0	0	1
-6863419716327549772	notional-25	phase2	0	0	39	0	0	0	262	0	0	1	0	0	223	0	0	263	0	0	1
-6731013670330063931	notional-26	phase0	4184	15163	3373	30	1153	240	23919	3320	5621	1424	3806	52403	11343	11340	74340	16380	9	59	13
-6731013670330063931	notional-26	phase4	297	562	132	0	34	0	1254	0	0	0	0	1351	297	297	1947	429	9	59	13
-6731013670330063931	notional-26	phase3	1080	2535	456	0	75	30	4560	0	0	19	0	4470	1055	1080	7080	1560	9	59	13
-6731013670330063931	notional-26	phase5	432	936	152	0	242	83	1782	0	0	2	0	1654	387	432	2832	624	9	59	13
-6731013670330063931	notional-26	phase1	4429	4765	482	122	571	67	22458	0	0	0	2361	39976	9435	6912	45312	9984	9	59	13
-6731013670330063931	notional-26	phase2	0	1788	221	28	180	0	5448	1100	3828	1655	3741	26123	5157	4869	31919	7033	9	59	13
2329045896118581347	notional-26	phase0	3305	15385	3956	120	1209	331	23919	3795	7328	1168	2860	50418	10925	10080	74340	16380	8	59	13
2329045896118581347	notional-26	phase4	264	571	76	0	34	14	1254	0	0	0	0	1342	339	264	1947	429	8	59	13
2329045896118581347	notional-26	phase3	960	2352	360	0	23	16	4560	0	0	0	0	4705	1184	960	7080	1560	8	59	13
2329045896118581347	notional-26	phase5	384	874	154	0	233	0	1782	0	0	0	0	1725	470	384	2832	624	8	59	13
2329045896118581347	notional-26	phase1	4528	3667	769	122	540	99	22458	0	0	0	1494	41105	9116	6144	45312	9984	8	59	13
2329045896118581347	notional-26	phase2	0	1886	128	28	210	0	5448	406	4257	1734	3894	25566	5171	4328	31919	7033	8	59	13
5636940461969593464	notional-26	phase0	3367	14561	3542	90	1093	265	23919	2354	6647	1105	3009	52039	11468	8820	74340	16380	7	59	13
5636940461969593464	notional-26	phase4	231	499	109	0	29	21	1254	0	0	0	0	1419	299	231	1947	429	7	59	13
5636940461969593464	notional-26	phase3	840	2338	430	0	127	60	4560	0	0	0	0	4615	1070	840	7080	1560	7	59	13
5636940461969593464	notional-26	phase5	336	859	240	0	191	0	1782	0	0	0	0	1782	384	336	2832	624	7	59	13
5636940461969593464	notional-26	phase1	3809	5464	994	133	576	115	22458	0	0	0	1434	39272	8875	5376	45312	9984	7	59	13
5636940461969593464	notional-26	phase2	0	1425	492	17	150	30	5448	674	4231	856	3096	26113	5655	3787	31919	7033	7	59	13
-8487172994898555456	notional-26	phase0	2765	15909	3480	30	1212	269	23919	2399	6174	1005	2366	51045	11626	7560	74340	16380	6	59	13
-8487172994898555456	notional-26	phase4	198	543	118	0	18	17	1254	0	0	0	0	1386	294	198	1947	429	6	59	13
-8487172994898555456	notional-26	phase3	720	1670	499	0	180	0	4560	0	0	0	0	5230	1061	720	7080	1560	6	59	13
-8487172994898555456	notional-26	phase5	288	800	132	0	166	85	1782	0	0	0	0	1866	407	288	2832	624	6	59	13
-8487172994898555456	notional-26	phase1	2314	4377	784	60	503	83	22458	0	0	0	2234	40432	9117	4608	45312	9984	6	59	13
-8487172994898555456	notional-26	phase2	0	2232	447	0	240	60	5448	1100	3955	784	2146	25492	5742	3246	31919	7033	6	59	13
9174061941632264871	notional-26	phase0	2735	13225	3252	60	991	270	23919	1278	7645	1098	2227	52479	11760	6300	74340	16380	5	59	13
9174061941632264871	notional-26	phase4	165	690	87	0	15	0	1254	0	0	0	0	1242	342	165	1947	429	5	59	13
9174061941632264871	notional-26	phase3	600	2707	523	0	256	42	4560	0	0	0	0	4117	995	600	7080	1560	5	59	13
9174061941632264871	notional-26	phase5	240	1235	144	0	37	18	1782	0	0	0	0	1560	462	240	2832	624	5	59	13
9174061941632264871	notional-26	phase1	2709	6254	527	150	708	39	22458	0	13	0	981	38337	9418	3840	45312	9984	5	59	13
9174061941632264871	notional-26	phase2	0	1300	694	0	150	60	5448	386	2768	1353	2319	27701	4926	2705	31919	7033	5	59	13
503857395356251382	notional-26	phase0	1945	14595	3438	30	1214	300	23919	1358	7918	1893	1707	50613	10749	5040	74340	16380	4	59	13
503857395356251382	notional-26	phase4	132	467	85	0	29	0	1254	0	0	0	0	1451	344	132	1947	429	4	59	13
503857395356251382	notional-26	phase3	480	2111	302	0	176	30	4560	0	0	0	0	4793	1228	480	7080	1560	4	59	13
503857395356251382	notional-26	phase5	192	1058	137	0	21	0	1782	0	0	0	0	1753	487	192	2832	624	4	59	13
503857395356251382	notional-26	phase1	1893	5214	1201	90	628	132	22458	0	0	0	1089	39470	8651	3072	45312	9984	4	59	13
503857395356251382	notional-26	phase2	0	1874	752	0	240	60	5448	508	3731	1085	1656	26074	5136	2164	31919	7033	4	59	13
8925343867316266058	notional-26	phase0	1785	15248	3332	60	1061	240	23919	838	4571	826	1097	53460	11982	3780	74340	16380	3	59	13
8925343867316266058	notional-26	phase4	99	540	189	0	78	0	1254	0	0	0	0	1329	240	99	1947	429	3	59	13
8925343867316266058	notional-26	phase3	360	1929	541	0	230	120	4560	0	0	0	0	4921	899	360	7080	1560	3	59	13
8925343867316266058	notional-26	phase5	144	698	288	0	147	0	1782	0	0	0	0	1987	336	144	2832	624	3	59	13
8925343867316266058	notional-26	phase1	1582	4372	1293	90	486	159	22458	0	0	0	632	40454	8532	2304	45312	9984	3	59	13
8925343867316266058	notional-26	phase2	0	2362	232	0	240	30	5448	250	2832	549	1373	26485	6222	1623	31919	7033	3	59	13
673020552662408774	notional-26	phase0	1030	16616	3642	60	1345	313	23919	968	5059	1202	462	51320	11223	2520	74340	16380	2	59	13
673020552662408774	notional-26	phase4	66	425	104	0	17	17	1254	0	0	0	0	1505	308	66	1947	429	2	59	13
673020552662408774	notional-26	phase3	240	1640	499	0	60	0	4560	0	0	0	0	5380	1061	240	7080	1560	2	59	13
673020552662408774	notional-26	phase5	96	587	171	0	212	48	1782	0	0	0	0	2033	405	96	2832	624	2	59	13
673020552662408774	notional-26	phase1	726	4213	597	0	463	83	22458	0	0	0	810	40636	9304	1536	45312	9984	2	59	13
673020552662408774	notional-26	phase2	0	1205	787	0	120	90	5448	432	5675	986	650	24919	5170	1082	31919	7033	2	59	13
-6363141803348005509	notional-26	phase0	443	15602	3582	0	1194	293	23919	461	7085	1860	356	50459	10645	1260	74340	16380	1	59	13
-6363141803348005509	notional-26	phase4	33	476	85	0	81	0	1254	0	0	0	0	1390	344	33	1947	429	1	59	13
-6363141803348005509	notional-26	phase3	120	1646	257	0	245	57	4560	0	0	0	0	5189	1246	120	7080	1560	1	59	13
-6363141803348005509	notional-26	phase5	48	853	58	0	46	3	1782	0	0	0	0	1933	563	48	2832	624	1	59	13
-6363141803348005509	notional-26	phase1	456	5080	907	30	557	83	22458	0	0	0	282	39675	8994	768	45312	9984	1	59	13
-6363141803348005509	notional-26	phase2	0	1804	1110	0	180	150	5448	93	4264	789	448	25671	4984	541	31919	7033	1	59	13
7300599417655508326	notional-26	phase0	0	14532	3600	0	1197	331	23919	0	7502	2125	0	51109	10324	0	74340	16380	0	59	13
7300599417655508326	notional-26	phase4	0	393	19	0	21	0	1254	0	0	0	0	1533	410	0	1947	429	0	59	13
7300599417655508326	notional-26	phase3	0	1609	165	0	164	0	4560	0	0	0	0	5307	1395	0	7080	1560	0	59	13
7300599417655508326	notional-26	phase5	0	888	202	0	79	0	1782	0	0	0	0	1865	422	0	2832	624	0	59	13
7300599417655508326	notional-26	phase1	0	5783	1355	0	625	143	22458	0	0	0	0	38904	8486	0	45312	9984	0	59	13
7300599417655508326	notional-26	phase2	0	2105	809	0	240	90	5448	0	4204	1203	0	25370	4931	0	31919	7033	0	59	13
7094817657563592054	notional-27	phase0	1020	9198	2130	0	674	180	12348	2558	10950	2938	2722	43438	11132	6300	64260	16380	5	51	13
7094817657563592054	notional-27	phase4	99	429	99	0	17	0	627	66	297	85	0	940	245	165	1683	429	5	51	13
7094817657563592054	notional-27	phase3	360	1560	360	0	60	30	2280	240	1548	468	0	2952	702	600	6120	1560	5	51	13
7094817657563592054	notional-27	phase5	144	603	144	0	110	0	891	96	760	202	0	975	278	240	2448	624	5	51	13
7094817657563592054	notional-27	phase1	2349	6245	1124	0	562	122	11229	681	2130	452	810	30231	8286	3840	39168	9984	5	51	13
7094817657563592054	notional-27	phase2	1190	648	466	30	60	60	2724	460	2534	558	1025	24349	5949	2705	27591	7033	5	51	13
-6525868206941090114	notional-27	phase0	608	10000	1740	30	733	150	12348	2646	10749	3391	1756	42778	11099	5040	64260	16380	4	51	13
-6525868206941090114	notional-27	phase4	66	528	33	0	17	0	627	66	133	38	0	1005	358	132	1683	429	4	51	13
-6525868206941090114	notional-27	phase3	358	1824	98	0	60	22	2280	122	634	490	0	3602	950	480	6120	1560	4	51	13
-6525868206941090114	notional-27	phase5	144	709	38	0	105	8	891	48	462	332	0	1172	246	192	2448	624	4	51	13
-6525868206941090114	notional-27	phase1	2270	4521	2770	0	528	187	11229	162	1885	1092	640	32234	5935	3072	39168	9984	4	51	13
-6525868206941090114	notional-27	phase2	522	1320	0	30	150	0	2724	447	2825	288	1165	23296	6745	2164	27591	7033	4	51	13
-4234161778822925565	notional-27	phase0	618	9914	1816	0	764	120	12348	2032	12242	3244	1130	41340	11200	3780	64260	16380	3	51	13
-4234161778822925565	notional-27	phase4	33	462	132	0	17	0	627	66	105	77	0	1099	220	99	1683	429	3	51	13
-4234161778822925565	notional-27	phase3	238	1444	598	0	60	30	2280	122	1355	209	0	3261	723	360	6120	1560	3	51	13
-4234161778822925565	notional-27	phase5	96	587	208	0	105	30	891	48	698	117	0	1058	269	144	2448	624	3	51	13
-4234161778822925565	notional-27	phase1	1317	5965	1378	30	591	156	11229	245	1974	243	712	30638	8207	2304	39168	9984	3	51	13
